Model,MPN,Body Color,Brand,UPC,Body Material,Body Type,Model Year,Size,Country/Region of Manufacture,String Configuration,Orientation,Product Line,Condition,Price
OTHER,NOT AVAILABLE,GREEN,OTHER,PROVIDED,ASH,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,500.0
SHORTY TRAVEL GUITAR,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,SOLID,2019.0,TRAVEL,CHINA,6 STRING,RIGHT-HANDED,OTHER,New,119.99
OTHER,NOT AVAILABLE,OTHER,MARTIN,NOT AVAILABLE,OTHER,OTHER,2019.0,FULL SIZE,MEXICO,6 STRING,RIGHT-HANDED,OTHER,Used,319.96
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,FENDER TELECASTER,NOT AVAILABLE,149.99
OTHER,NOT AVAILABLE,OTHER,FENDER,NOT AVAILABLE,ALDER,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,560.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,SOLID,2014.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,599.95
OTHER,NOT AVAILABLE,OTHER,EPIPHONE,NOT AVAILABLE,MAPLE,SOLID,2019.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,Used,435.0
OTHER,NOT AVAILABLE,OLYMPIC WHITE,FENDER,PROVIDED,ALDER,OTHER,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1450.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,Used,699.99
OTHER,NOT AVAILABLE,BLACK,SCHECTER,NOT AVAILABLE,SOLID WOOD,SOLID,2019.0,FULL SIZE,KOREA,8 STRING,RIGHT-HANDED,OTHER,Used,375.0
OTHER,PROVIDED,BLACK,OTHER,PROVIDED,MAHOGANY,OTHER,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,489.99
OTHER,PROVIDED,OTHER,OVATION,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,749.99
ES-335,PROVIDED,OTHER,GIBSON,NOT AVAILABLE,OTHER,SEMI-HOLLOW,2018.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON ES,NOT AVAILABLE,2995.0
OTHER,NOT AVAILABLE,BLUE,WASHBURN,PROVIDED,"MAHOGANY, MAPLE",SOLID,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,539.0
OTHER,NOT AVAILABLE,BLACK,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,349.99
OTHER,NOT AVAILABLE,OTHER,FENDER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,319.97
OTHER,PROVIDED,NATURAL,WASHBURN,NOT AVAILABLE,OTHER,JAZZ,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,269.0
OTHER,NOT AVAILABLE,OTHER,DEAN,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,229.99
OTHER,NOT AVAILABLE,OTHER,ESP,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,ESP LTD,Used,279.97
OTHER,NOT AVAILABLE,OTHER,SQUIER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,INDONESIA,6 STRING,NOT AVAILABLE,OTHER,Manufacturer refurbished,170.0
OTHER,NOT AVAILABLE,GOLD,OTHER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1195.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,DREADNOUGHT,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,NOT AVAILABLE,218.49
OTHER,NOT AVAILABLE,OTHER,EPIPHONE,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,2995.95
OTHER,PROVIDED,OTHER,OTHER,NOT AVAILABLE,SOLID WOOD,SOLID,2019.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,New,74.95
STRATOCASTER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,448.0
OTHER,NOT AVAILABLE,OTHER,IBANEZ,NOT AVAILABLE,BASSWOOD,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,IBANEZ RG,Used,240.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,SOLID WOOD,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,49.99
OTHER,NOT AVAILABLE,BLACK,EPIPHONE,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,344.99
OTHER,NOT AVAILABLE,BLACK,OTHER,NOT AVAILABLE,OTHER,OTHER,1967.0,OTHER,SWEDEN,6 STRING,NOT AVAILABLE,OTHER,Used,379.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2015.0,FULL SIZE,CANADA,6 STRING,RIGHT-HANDED,OTHER,Open box,599.0
OTHER,NOT AVAILABLE,RED,GIBSON,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,3950.0
OTHER,NOT AVAILABLE,WHITE,SCHECTER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,315.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,SOLID WOOD,OTHER,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,2150.0
OTHER,NOT AVAILABLE,GREEN,PRS,PROVIDED,"MAHOGANY, MAPLE",SOLID,2019.0,FULL SIZE,UNITED STATES,6 STRING,NOT AVAILABLE,OTHER,Used,2249.2
STRATOCASTER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,ASH,SOLID,2013.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,925.0
OTHER,NOT AVAILABLE,GRAY,ESP,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,ESP LTD,Used,210.25
OTHER,PROVIDED,OTHER,FENDER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,325.0
OTHER,NOT AVAILABLE,BLUE,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,OTHER,Used,225.0
OTHER,NOT AVAILABLE,BLACK,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,321.0
OTHER,NOT AVAILABLE,OTHER,PRS,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,450.0
OTHER,NOT AVAILABLE,BEIGE,EPIPHONE,PROVIDED,OTHER,SEMI-HOLLOW,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GIBSON ES,Used,436.0
SG,NOT AVAILABLE,WHITE,UNBRANDED,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,Used,145.5
OTHER,NOT AVAILABLE,RED,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,110.0
OTHER,PROVIDED,OTHER,SCHECTER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,INDONESIA,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,339.97
OTHER,NOT AVAILABLE,OTHER,B.C. RICH,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,65.0
OTHER,NOT AVAILABLE,BLACK,OTHER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,75.0
OTHER,NOT AVAILABLE,OTHER,RICKENBACKER,NOT AVAILABLE,OTHER,OTHER,2017.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,1399.99
CUSTOM,NOT AVAILABLE,OTHER,GIBSON,NOT AVAILABLE,OTHER,SOLID,2016.0,4/4,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,New,2299.0
OTHER,PROVIDED,OTHER,JACKSON,NOT AVAILABLE,OTHER,SOLID,2016.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,OTHER,Used,157.5
OTHER,NOT AVAILABLE,BLACK,FENDER,NOT AVAILABLE,ALDER,SOLID,2000.0,FULL SIZE,MEXICO,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,385.0
OTHER,NOT AVAILABLE,BLACK,UNBRANDED,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,333.88
LES PAUL CLASSIC,NOT AVAILABLE,BLUE,EPIPHONE,NOT AVAILABLE,MAHOGANY,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,EPIPHONE LES PAUL,NOT AVAILABLE,399.99
OTHER,NOT AVAILABLE,BLUE,IBANEZ,PROVIDED,OTHER,OTHER,2019.0,FULL SIZE,NOT AVAILABLE,7 STRING,RIGHT-HANDED,OTHER,Used,1299.99
OTHER,NOT AVAILABLE,OTHER,GIBSON,PROVIDED,MAHOGANY,OTHER,2014.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,New,1400.0
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,NOT AVAILABLE,ASH,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,600.0
LES PAUL STUDIO,NOT AVAILABLE,WINE RED,GIBSON,NOT AVAILABLE,OTHER,SOLID,1997.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,666.0
OTHER,NOT AVAILABLE,WHITE,B.C. RICH,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,339.99
OTHER,PROVIDED,MULTICOLOR,OTHER,NOT AVAILABLE,MAHOGANY,SOLID,2000.0,FULL SIZE,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,210.0
CUSTOM,NOT AVAILABLE,NATURAL,OTHER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,Used,185.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,99.99
LES PAUL STUDIO,NOT AVAILABLE,OTHER,EPIPHONE,PROVIDED,WALNUT,SOLID,2019.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,EPIPHONE LES PAUL,NOT AVAILABLE,100.0
STRATOCASTER HSS,NOT AVAILABLE,BLACK,SQUIER,NOT AVAILABLE,OTHER,SOLID,2019.0,FULL SIZE,INDONESIA,6 STRING,RIGHT-HANDED,OTHER,Used,140.0
VINTAGE,NOT AVAILABLE,GREEN,GUILD,PROVIDED,MAPLE,SEMI-HOLLOW,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,2499.0
OTHER,NOT AVAILABLE,OTHER,GIBSON,PROVIDED,OTHER,OTHER,2015.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,749.0
OTHER,PROVIDED,OTHER,IBANEZ,NOT AVAILABLE,MAHOGANY,SOLID,2005.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,Used,239.99
SHORTY TRAVEL GUITAR,NOT AVAILABLE,ORANGE,OTHER,PROVIDED,OTHER,SOLID,2019.0,TRAVEL,CHINA,6 STRING,RIGHT-HANDED,OTHER,New,129.99
PLUS,NOT AVAILABLE,BROWN,GIBSON,PROVIDED,MAHOGANY,SOLID,2016.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,610.0
OTHER,NOT AVAILABLE,BLACK,SCHECTER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,299.99
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2008.0,OTHER,UNITED STATES,6 STRING,NOT AVAILABLE,OTHER,New,350.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,SOLID,2008.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1500.0
OTHER,NOT AVAILABLE,OTHER,TAYLOR,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,600.0
OTHER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,OTHER,OTHER,1984.0,FULL SIZE,JAPAN,6 STRING,LEFT-HANDED,FENDER STRATOCASTER,NOT AVAILABLE,463.99
LES PAUL SPECIAL II,NOT AVAILABLE,OTHER,EPIPHONE,NOT AVAILABLE,OTHER,SOLID,2019.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,EPIPHONE LES PAUL,Used,110.0
OTHER,NOT AVAILABLE,OTHER,DEAN,NOT AVAILABLE,OTHER,SEMI-HOLLOW,2018.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,80.0
OTHER,NOT AVAILABLE,RED,OTHER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,New,199.0
LES PAUL CLASSIC,NOT AVAILABLE,BLACK,GIBSON,PROVIDED,SOLID WOOD,SOLID,2017.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,1499.0
STRATOCASTER,NOT AVAILABLE,SUNBURST,FENDER,NOT AVAILABLE,ALDER,SOLID,2008.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,697.0
OTHER,NOT AVAILABLE,OTHER,DEAN,PROVIDED,SOLID WOOD,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,619.0
OTHER,NOT AVAILABLE,SUNBURST,OTHER,NOT AVAILABLE,ALDER,SOLID,2019.0,FULL SIZE,INDONESIA,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,135.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,Used,575.0
OTHER,PROVIDED,OTHER,MARTIN,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,499.0
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,BASSWOOD,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,169.0
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,429.99
OTHER,NOT AVAILABLE,OTHER,GUILD,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,319.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,Used,299.95
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,HOLLOW,1964.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Open box,736.5
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,599.99
OTHER,NOT AVAILABLE,BLUE,IBANEZ,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,279.99
OTHER,NOT AVAILABLE,BLONDE,IBANEZ,PROVIDED,OTHER,HOLLOW,1983.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,OTHER,Used,1499.0
OTHER,NOT AVAILABLE,GREEN,OTHER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,175.0
OTHER,NOT AVAILABLE,WHITE,FIREFLY,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,125.0
VINTAGE,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,HOLLOW,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,90.0
OTHER,PROVIDED,RED,OTHER,PROVIDED,SOLID WOOD,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,75.0
CUSTOM,NOT AVAILABLE,MULTICOLOR,UNBRANDED,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,600.0
OTHER,NOT AVAILABLE,BLACK,GIBSON,PROVIDED,OTHER,OTHER,2013.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,GIBSON LES PAUL,Used,1299.0
OTHER,PROVIDED,OTHER,SQUIER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,599.99
OTHER,NOT AVAILABLE,OTHER,B.C. RICH,NOT AVAILABLE,OTHER,SOLID,2001.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,435.0
OTHER,NOT AVAILABLE,OTHER,GIBSON,NOT AVAILABLE,OTHER,SEMI-HOLLOW,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1999.99
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,356.0
TELECASTER,NOT AVAILABLE,RED,FENDER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,250.0
OTHER,NOT AVAILABLE,BLACK,IBANEZ,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,99.45
OTHER,NOT AVAILABLE,BLACK,SQUIER,PROVIDED,BASSWOOD,SOLID,2009.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,67.0
TELECASTER,NOT AVAILABLE,BLUE,FENDER,PROVIDED,OTHER,SOLID,2019.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,380.0
OTHER,NOT AVAILABLE,YELLOW,YAMAHA,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,180.0
OTHER,NOT AVAILABLE,NATURAL,OTHER,PROVIDED,MAHOGANY,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,700.0
OTHER,NOT AVAILABLE,SUNBURST,FENDER,PROVIDED,OTHER,OTHER,2015.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,FENDER STRATOCASTER,Used,255.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,699.99
OTHER,NOT AVAILABLE,OTHER,PRS,PROVIDED,"MAHOGANY, MAPLE",SOLID,2008.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1700.0
OTHER,PROVIDED,OTHER,GUILD,NOT AVAILABLE,MAHOGANY,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,NOT AVAILABLE,490.0
OTHER,NOT AVAILABLE,YELLOW,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,239.0
FLYING V,NOT AVAILABLE,EBONY,EPIPHONE,NOT AVAILABLE,OTHER,SOLID,1997.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,399.99
OTHER,PROVIDED,OTHER,OTHER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,2049.0
OTHER,NOT AVAILABLE,PURPLE,OTHER,PROVIDED,OTHER,SOLID,1995.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,3279.99
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,MAHOGANY,SOLID,2016.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,2500.0
CUSTOM,NOT AVAILABLE,TOBACCO BURST,GIBSON,NOT AVAILABLE,OTHER,SOLID,2014.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,1999.99
OTHER,NOT AVAILABLE,BLACK,EPIPHONE,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,49.99
OTHER,NOT AVAILABLE,OTHER,DEAN,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,479.99
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,HOLLOW,2001.0,FULL SIZE,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,312.01
OTHER,NOT AVAILABLE,WHITE,GRETSCH,NOT AVAILABLE,MAPLE,HOLLOW,2008.0,FULL SIZE,JAPAN,6 STRING,RIGHT-HANDED,OTHER,Used,2000.0
OTHER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,OTHER,SOLID,2006.0,FULL SIZE,JAPAN,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,989.0
LES PAUL STANDARD,NOT AVAILABLE,CHERRY SUNBURST,GIBSON,PROVIDED,OTHER,OTHER,2017.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,1650.0
FLYING V,NOT AVAILABLE,BLACK,GIBSON,PROVIDED,ALDER,SOLID,1986.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,562.05
VINTAGE,NOT AVAILABLE,BLACK,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,299.0
OTHER,NOT AVAILABLE,ORANGE,CHARVEL,PROVIDED,OTHER,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,New,910.0
OTHER,NOT AVAILABLE,SUNBURST,FENDER,PROVIDED,SOLID WOOD,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,4495.0
OTHER,NOT AVAILABLE,BLACK,ESP,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,1350.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,SOLID WOOD,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,950.0
CUSTOM,NOT AVAILABLE,BLACK,SCHECTER,PROVIDED,MAHOGANY,SOLID,2015.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,600.0
OTHER,NOT AVAILABLE,BLACK,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,129.0
OTHER,NOT AVAILABLE,SILVER,OTHER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,399.0
OTHER,NOT AVAILABLE,BLUE,FENDER,PROVIDED,ALDER,SOLID,2002.0,FULL SIZE,MEXICO,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,849.0
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,CHINA,6 STRING,BOTH,OTHER,New,75.0
LES PAUL,NOT AVAILABLE,YELLOW,EPIPHONE,NOT AVAILABLE,MAHOGANY,OTHER,2010.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,EPIPHONE LES PAUL,Used,550.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,224.99
OTHER,NOT AVAILABLE,OTHER,OVATION,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Open box,679.15
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,OTHER,DREADNOUGHT,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,270.0
CUSTOM,NOT AVAILABLE,BLACK,FENDER,PROVIDED,OTHER,SOLID,2017.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,479.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,HOLLOW,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,New,295.0
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,LEFT-HANDED,OTHER,Used,162.5
STRATOCASTER,NOT AVAILABLE,BLACK,FENDER,NOT AVAILABLE,OTHER,SOLID,2000.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,349.99
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,12 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,94.0
