Model,MPN,Body Color,Brand,UPC,Body Material,Body Type,Model Year,Size,Country/Region of Manufacture,String Configuration,Orientation,Product Line,Condition,Price
STRATOCASTER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,799.99
VINTAGE,NOT AVAILABLE,OTHER,IBANEZ,PROVIDED,SOLID WOOD,OTHER,1998.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,IBANEZ RG,Used,325.0
OTHER,NOT AVAILABLE,TOBACCO BURST,OTHER,PROVIDED,ASH,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,AMERICAN STANDARD,Used,750.0
OTHER,NOT AVAILABLE,GREEN,SQUIER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,65.0
FLYING V,NOT AVAILABLE,BLACK,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,100.0
OTHER,NOT AVAILABLE,BLACK,OTHER,NOT AVAILABLE,OTHER,SOLID,2010.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,2290.0
CUSTOM,NOT AVAILABLE,SILVER,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,220.0
OTHER,NOT AVAILABLE,BLACK,OTHER,PROVIDED,MAPLE,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,G&L TRIBUTE,New,360.0
OTHER,NOT AVAILABLE,RED,EPIPHONE,PROVIDED,OTHER,HOLLOW,2019.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,OTHER,Used,375.0
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,PROVIDED,ALDER,ELECTRIC GUITAR,2019.0,39 INCH,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,New,429.0
OTHER,NOT AVAILABLE,OTHER,IBANEZ,NOT AVAILABLE,POPLAR,SOLID,2019.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,99.95
SG,NOT AVAILABLE,BLACK,EPIPHONE,PROVIDED,OTHER,SOLID,2004.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,200.0
CLASSIC,NOT AVAILABLE,BLACK,FENDER,PROVIDED,ALDER,SOLID,2019.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,413.0
OTHER,NOT AVAILABLE,OTHER,PRS,PROVIDED,OTHER,SEMI-HOLLOW,2017.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,2450.0
OTHER,NOT AVAILABLE,GOLD,IBANEZ,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,JAPAN,6 STRING,RIGHT-HANDED,IBANEZ PRESTIGE,Used,1600.0
OTHER,NOT AVAILABLE,BLACK,SQUIER BY FENDER,PROVIDED,AGATHIS,SOLID,2008.0,FULL SIZE,INDONESIA,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,89.99
OTHER,NOT AVAILABLE,GRAY,IBANEZ,NOT AVAILABLE,OTHER,SOLID,2002.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,250.0
OTHER,NOT AVAILABLE,RED,GIBSON,PROVIDED,OTHER,SOLID,2013.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,349.99
OTHER,NOT AVAILABLE,BLACK,PEAVEY,NOT AVAILABLE,OTHER,SOLID,2019.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,249.99
STRATOCASTER,NOT AVAILABLE,GREEN,SQUIER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,269.99
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,Used,100.0
OTHER,NOT AVAILABLE,BLACK,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,24.99
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,169.99
OTHER,NOT AVAILABLE,BLACK,GIBSON,PROVIDED,OTHER,SOLID,2017.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,595.0
OTHER,NOT AVAILABLE,BLACK,OTHER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,143.99
OTHER,NOT AVAILABLE,OTHER,EPIPHONE,PROVIDED,MAHOGANY,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,600.0
OTHER,PROVIDED,OTHER,PRS,NOT AVAILABLE,MAHOGANY,OTHER,2019.0,FULL SIZE,INDONESIA,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,899.99
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,600.0
OTHER,NOT AVAILABLE,BLACK,B.C. RICH,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,100.0
OTHER,NOT AVAILABLE,SILVER,SQUIER,PROVIDED,OTHER,SOLID,2019.0,OTHER,INDONESIA,6 STRING,NOT AVAILABLE,OTHER,Used,249.0
OTHER,NOT AVAILABLE,RED,CHARVEL,PROVIDED,OTHER,OTHER,2019.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,OTHER,Used,425.0
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,329.99
OTHER,NOT AVAILABLE,BLACK,OTHER,PROVIDED,MAPLE,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,G&L TRIBUTE,New,360.0
PLUS,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,SOLID,2015.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,775.0
OTHER,NOT AVAILABLE,OTHER,PRS,PROVIDED,OTHER,SEMI-HOLLOW,2017.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,2450.0
OTHER,NOT AVAILABLE,BLACK,OTHER,PROVIDED,LAMINATE,OTHER,2019.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,OTHER,Used,250.0
OTHER,NOT AVAILABLE,BLACK,DANELECTRO,NOT AVAILABLE,OTHER,BARITONE,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,400.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,"MAHOGANY, MAPLE",OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,695.0
EXPLORER,NOT AVAILABLE,BEIGE,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GIBSON EXPLORER,New,124.5
OTHER,NOT AVAILABLE,BLACK,GIBSON,PROVIDED,OTHER,SOLID,2018.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1099.0
OTHER,NOT AVAILABLE,OTHER,SCHECTER,NOT AVAILABLE,MAHOGANY,SOLID,2008.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,380.0
OTHER,NOT AVAILABLE,RED,GIBSON,PROVIDED,OTHER,SOLID,2013.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,349.99
OTHER,NOT AVAILABLE,OTHER,RICKENBACKER,PROVIDED,MAPLE,SEMI-HOLLOW,2005.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1385.0
OTHER,NOT AVAILABLE,SUNBURST,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,OTHER,Used,719.99
OTHER,NOT AVAILABLE,OTHER,EPIPHONE,PROVIDED,OTHER,SEMI-HOLLOW,2019.0,FULL SIZE,UNKNOWN,6 STRING,RIGHT-HANDED,EPIPHONE LES PAUL,Used,423.0
OTHER,NOT AVAILABLE,BLACK,ESP,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,7 STRING,NOT AVAILABLE,ESP LTD,Used,93.0
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,PROVIDED,MAPLE,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,145.0
OTHER,PROVIDED,OTHER,OTHER,NOT AVAILABLE,OTHER,DOUBLE NECK,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,339.98
OTHER,NOT AVAILABLE,OTHER,DEAN,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,625.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,ALDER,SOLID,2019.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,595.0
OTHER,NOT AVAILABLE,WHITE,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,40.0
OTHER,NOT AVAILABLE,RED,FENDER,PROVIDED,OTHER,SOLID,1991.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,OTHER,Used,750.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,479.99
OTHER,PROVIDED,OTHER,COZART,PROVIDED,MAPLE,SEMI-HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,105.0
OTHER,NOT AVAILABLE,BLACK,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,91.0
STRATOCASTER AMERICAN STANDARD,NOT AVAILABLE,MULTICOLOR,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,40.0
OTHER,NOT AVAILABLE,PURPLE,DANELECTRO,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,200.0
OTHER,NOT AVAILABLE,CHERRY,GIBSON,PROVIDED,OTHER,SOLID,2011.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,699.0
OTHER,NOT AVAILABLE,BLACK,ESP,PROVIDED,OTHER,SOLID,2015.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,ESP LTD,Open box,675.0
CUSTOM,NOT AVAILABLE,OTHER,FENDER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,34.99
OTHER,NOT AVAILABLE,GREEN,CHARVEL,PROVIDED,MAPLE,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,710.0
OTHER,NOT AVAILABLE,WHITE,IBANEZ,NOT AVAILABLE,OTHER,SOLID,1985.0,FULL SIZE,JAPAN,6 STRING,RIGHT-HANDED,OTHER,Used,259.0
SG,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,MAHOGANY,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,375.0
OTHER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,OTHER,SOLID,1987.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,AMERICAN STANDARD,Used,900.0
LES PAUL SPECIAL II,NOT AVAILABLE,BLACK,EPIPHONE,NOT AVAILABLE,OTHER,OTHER,2004.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,EPIPHONE LES PAUL,Used,80.0
OTHER,NOT AVAILABLE,GREEN,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,309.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,SOLID WOOD,HOLLOW,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,3499.0
OTHER,NOT AVAILABLE,OTHER,SCHECTER,NOT AVAILABLE,OTHER,SOLID,2003.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,435.0
LES PAUL STANDARD,NOT AVAILABLE,GREEN,EPIPHONE,PROVIDED,OTHER,SOLID,2015.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,999.99
OTHER,NOT AVAILABLE,OTHER,IBANEZ,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,RIGHT-HANDED,OTHER,Used,91.0
OTHER,NOT AVAILABLE,VINTAGE SUNBURST,OTHER,PROVIDED,OTHER,SOLID,2016.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,700.0
OTHER,PROVIDED,OTHER,PRS,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,320.0
OTHER,NOT AVAILABLE,BLUE,OTHER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,19.0
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,Used,100.0
LES PAUL CUSTOM,NOT AVAILABLE,SUNBURST,GIBSON,PROVIDED,SOLID WOOD,SOLID,1985.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,2995.0
OTHER,NOT AVAILABLE,SUNBURST,EPIPHONE,PROVIDED,OTHER,HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,475.0
OTHER,NOT AVAILABLE,PINK,FENDER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,JAPAN,6 STRING,NOT AVAILABLE,FENDER STRATOCASTER,Used,124.95
STRATOCASTER,NOT AVAILABLE,PURPLE,FENDER,PROVIDED,SOLID WOOD,SOLID,1999.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,2195.0
OTHER,NOT AVAILABLE,WHITE,KRAMER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,1037.0
STRATOCASTER,NOT AVAILABLE,YELLOW,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,239.0
STRATOCASTER HSS,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,SOLID WOOD,SOLID,2019.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,575.0
VINTAGE,NOT AVAILABLE,WHITE,KRAMER,NOT AVAILABLE,MAPLE,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,640.0
OTHER,NOT AVAILABLE,WHITE,JACKSON,NOT AVAILABLE,OTHER,SOLID,2001.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,910.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,SOLID WOOD,SOLID,2014.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,2899.0
OTHER,PROVIDED,BLACK,SCHECTER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,1119.0
OTHER,PROVIDED,OTHER,FENDER,PROVIDED,ALDER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,LEFT-HANDED,OTHER,New,699.99
OTHER,PROVIDED,OTHER,SQUIER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,229.99
OTHER,PROVIDED,OTHER,SQUIER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,219.99
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,Used,699.99
STRATOCASTER,NOT AVAILABLE,GREEN,SQUIER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,269.99
OTHER,NOT AVAILABLE,OTHER,SCHECTER,NOT AVAILABLE,OTHER,SOLID,2019.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,225.0
OTHER,PROVIDED,BLACK,IBANEZ,NOT AVAILABLE,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,94.99
OTHER,NOT AVAILABLE,BLUE,GIBSON,PROVIDED,OTHER,OTHER,2007.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,GIBSON LES PAUL,Used,1000.0
OTHER,NOT AVAILABLE,BLACK,EPIPHONE,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,127.5
OTHER,NOT AVAILABLE,RED,IBANEZ,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,IBANEZ PRESTIGE,Used,750.0
STRATOCASTER DELUX,NOT AVAILABLE,OTHER,FENDER,NOT AVAILABLE,OTHER,SOLID,2005.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,FENDER STRATOCASTER,Used,827.0
OTHER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,OTHER,OTHER,2010.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,385.0
OTHER,NOT AVAILABLE,RED,SCHECTER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,SCHECTER DAMIEN PLATINUM,New,499.0
VINTAGE,NOT AVAILABLE,BLACK,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,299.0
OTHER,NOT AVAILABLE,RED,IBANEZ,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,IBANEZ PRESTIGE,Used,777.0
OTHER,NOT AVAILABLE,OTHER,EPIPHONE,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,2995.95
LES PAUL STANDARD,NOT AVAILABLE,BLACK,GIBSON,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,99.99
LES PAUL TRADITIONAL,NOT AVAILABLE,RED,EPIPHONE,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,EPIPHONE LES PAUL,Seller refurbished,200.0
OTHER,NOT AVAILABLE,BLACK,OTHER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,90.0
OTHER,NOT AVAILABLE,TOBACCO SUNBURST,PRS,PROVIDED,MAHOGANY,SOLID,2001.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,305.0
STRATOCASTER,NOT AVAILABLE,BLACK,FENDER,PROVIDED,OTHER,OTHER,2019.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,474.99
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,249.99
OTHER,NOT AVAILABLE,SUNBURST,FIREFLY,PROVIDED,OTHER,SEMI-HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,142.43
OTHER,NOT AVAILABLE,BLACK,SQUIER BY FENDER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,56.0
OTHER,NOT AVAILABLE,BLACK,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,41.0
OTHER,NOT AVAILABLE,OTHER,EPIPHONE,PROVIDED,MAPLE,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,250.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2003.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,249.99
OTHER,NOT AVAILABLE,OTHER,FENDER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,25.0
OTHER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,POPLAR,SOLID,1966.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,2299.99
STRATOCASTER,NOT AVAILABLE,SUNBURST,FENDER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,MEXICO,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,New,615.0
OTHER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,MAPLE,SOLID,2019.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,FENDER TELECASTER,New,1399.0
OTHER,NOT AVAILABLE,OTHER,IBANEZ,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,127.5
OTHER,NOT AVAILABLE,GREEN,FENDER,PROVIDED,"ALDER, MAPLE",SOLID,1999.0,FULL SIZE,MEXICO,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,300.0
STRATOCASTER,NOT AVAILABLE,NATURAL,FENDER,NOT AVAILABLE,ALDER,SOLID,1997.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,555.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,2649.0
OTHER,PROVIDED,OTHER,FENDER,NOT AVAILABLE,OTHER,SOLID,2007.0,OTHER,INDONESIA,6 STRING,RIGHT-HANDED,OTHER,Used,75.07
OTHER,NOT AVAILABLE,SUNBURST,DANELECTRO,PROVIDED,OTHER,SOLID,2019.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,76.0
OTHER,NOT AVAILABLE,BLACK,IBANEZ,NOT AVAILABLE,ALDER,SOLID,1993.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,OTHER,Used,333.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1895.0
ES-335,NOT AVAILABLE,OTHER,GIBSON,PROVIDED,OTHER,OTHER,2014.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GIBSON ES,Used,895.0
OTHER,NOT AVAILABLE,SUNBURST,OTHER,PROVIDED,ASH,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Seller refurbished,175.0
OTHER,NOT AVAILABLE,ORANGE,GRETSCH,PROVIDED,OTHER,HOLLOW,2013.0,FULL SIZE,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,502.0
OTHER,NOT AVAILABLE,BLACK,JACKSON,PROVIDED,OTHER,OTHER,2019.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,OTHER,Used,405.0
OTHER,NOT AVAILABLE,OTHER,IBANEZ,NOT AVAILABLE,OTHER,HOLLOW,1971.0,FULL SIZE,JAPAN,6 STRING,RIGHT-HANDED,OTHER,Used,1300.0
OTHER,NOT AVAILABLE,BLACK,OTHER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,141.0
OTHER,PROVIDED,OTHER,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,189.99
OTHER,NOT AVAILABLE,BUTTERSCOTCH BLONDE,FENDER,PROVIDED,ASH,OTHER,2019.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,529.0
OTHER,NOT AVAILABLE,WHITE,FENDER,NOT AVAILABLE,OTHER,OTHER,2014.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,324.99
OTHER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,OTHER,SOLID,2003.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,FENDER TELECASTER,Used,749.99
OTHER,NOT AVAILABLE,BLACK,OTHER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,99.0
OTHER,NOT AVAILABLE,BLACK,SCHECTER,PROVIDED,BASSWOOD,SOLID,2019.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,275.0
OTHER,NOT AVAILABLE,GRAY,UNBRANDED,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,100.0
SG SPECIAL,NOT AVAILABLE,OTHER,GIBSON,PROVIDED,MAHOGANY,SOLID,2014.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON SG,Used,699.99
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,160.0
OTHER,NOT AVAILABLE,SUNBURST,EPIPHONE,NOT AVAILABLE,OTHER,HOLLOW,1990.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,OTHER,Used,1299.99
OTHER,NOT AVAILABLE,OTHER,FENDER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,Used,759.91
